DATETIME,TANGARA_DD66,TANGARA_25CE,TANGARA_260A,TANGARA_4B1A,TANGARA_65F2,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_2492,TANGARA_2B42,TANGARA_2E9A,TANGARA_2FF6,TANGARA_307A,TANGARA_F212,TANGARA_1712,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-02T12:13:00-05:00,60,53,64,55,64,66,46,62,53,68,62,53,38,,46,46,42,60
2023-05-02T12:13:30-05:00,60,53,62,55,62,68,46,60,55,68,60,53,42,,38,46,34,60
2023-05-02T12:14:00-05:00,60,50,64,55,62,64,50,62,55,68,60,53,42,,42,50,38,60
2023-05-02T12:14:30-05:00,60,53,66,58,66,60,53,60,55,66,60,55,42,,46,46,38,58
2023-05-02T12:15:00-05:00,60,50,64,58,66,60,53,60,55,66,70,55,34,,46,55,42,58
2023-05-02T12:15:30-05:00,60,50,64,58,68,60,46,58,55,66,64,55,42,,46,55,38,58
2023-05-02T12:16:00-05:00,60,53,64,58,66,60,50,60,58,66,60,58,38,,38,55,38,58
2023-05-02T12:16:30-05:00,60,53,66,58,66,62,46,60,55,66,60,55,38,,42,58,34,60
2023-05-02T12:17:00-05:00,60,50,66,58,68,60,46,60,58,66,60,55,38,,46,55,38,60
2023-05-02T12:17:30-05:00,60,50,68,58,66,60,46,62,58,68,58,58,34,,50,55,42,58
